time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010460850000	8.763	-3.10564	1.76915	-3.28329	-2.68361	radar	2.76677e-321	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	8.81756	-3.08211	1.8719	-3.28984	-2.69336	radar	2.76677e-321	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	8.81569	-3.02652	1.84939	-3.24528	-2.65198	radar	2.76677e-321	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	8.86539	-3.05465	1.80089	-3.26792	-2.66259	radar	2.76677e-321	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	8.90484	-3.13671	1.85292	-3.34274	-2.72972	radar	2.76677e-321	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	8.93462	-3.1701	1.81583	-3.36739	-2.74517	radar	2.76677e-321	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	6.06111	6.73178	4.78542	4.03298	3.25279	radar	2.76677e-321	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	8.96279	-3.13682	1.76352	-3.34037	-2.71357	radar	2.76677e-321	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	6.06169	6.73332	4.74159	4.04017	3.26325	radar	2.76677e-321	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	6.08151	6.66984	4.71418	3.99365	3.22653	radar	2.76677e-321	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	6.1439	6.70003	4.77437	3.99664	3.22993	radar	2.76677e-321	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	8.97896	-3.17657	1.75315	-3.3711	-2.73823	radar	2.76677e-321	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	6.15324	6.6343	4.71523	3.95474	3.19917	radar	2.76677e-321	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	6.20271	6.63705	4.65013	3.9573	3.2124	radar	2.76677e-321	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	6.16126	6.59706	4.58001	3.94482	3.20361	radar	2.76677e-321	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	6.13321	6.54142	4.51992	3.91703	3.18168	radar	2.76677e-321	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	6.14669	6.57014	4.54321	3.93264	3.19472	radar	2.76677e-321	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	6.18072	6.46793	4.51948	3.85452	3.13108	radar	2.76677e-321	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	6.15235	6.43847	4.48193	3.84296	3.12143	radar	2.76677e-321	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	6.11874	6.48795	4.40729	3.89586	3.17181	radar	2.76677e-321	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	6.1908	6.46667	4.4468	3.86203	3.14544	radar	2.76677e-321	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	6.17078	6.35872	4.33321	3.8017	3.10039	radar	2.76677e-321	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	6.16263	6.35111	4.31132	3.80057	3.10058	radar	2.76677e-321	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	6.16763	6.33625	4.33132	3.78591	3.08625	radar	2.76677e-321	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	6.15122	6.18908	4.27175	3.68839	3.00362	radar	2.76677e-321	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	6.1156	6.38576	4.30845	3.83478	3.12643	radar	2.76677e-321	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	6.12583	6.2373	4.19989	3.73854	3.05213	radar	2.76677e-321	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	6.12495	6.20658	4.20954	3.71464	3.02996	radar	2.76677e-321	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	6.12237	6.16263	4.09932	3.69809	3.02517	radar	2.76677e-321	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	6.14052	6.1201	4.10976	3.66204	2.99408	radar	2.76677e-321	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	6.0614	6.13806	4.05228	3.69717	3.02254	radar	2.76677e-321	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	6.05656	6.09508	4.02113	3.67063	3.00139	radar	2.76677e-321	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	5.98874	6.03367	3.96368	3.64514	2.97724	radar	2.76677e-321	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	5.99917	5.99457	3.91218	3.62167	2.96222	radar	2.76677e-321	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	5.98566	5.97554	3.83499	3.6208	2.96718	radar	2.76677e-321	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	5.96947	6.00642	3.82167	3.64831	2.99117	radar	2.76677e-321	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	5.99209	5.88217	3.85882	3.54734	2.90052	radar	2.76677e-321	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	5.99172	5.88066	3.81657	3.55222	2.9087	radar	2.76677e-321	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	5.86935	5.89349	3.72827	3.59543	2.9428	radar	2.76677e-321	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	5.8587	5.81538	3.63641	3.55247	2.91208	radar	2.76677e-321	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	5.85157	5.73301	3.53482	3.50711	2.8805	radar	2.76677e-321	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	5.92223	5.65495	3.62763	3.42409	2.80548	radar	2.76677e-321	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	5.86451	5.73414	3.60446	3.49591	2.86547	radar	2.76677e-321	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	5.86511	5.59564	3.58148	3.3967	2.77969	radar	2.76677e-321	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	5.78223	5.55344	3.42359	3.40213	2.79068	radar	2.76677e-321	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	5.80705	5.60456	3.53001	3.42064	2.7998	radar	2.76677e-321	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	5.78248	5.59542	3.51383	3.42043	2.79863	radar	2.76677e-321	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	5.74269	5.44262	3.36221	3.33576	2.73351	radar	2.76677e-321	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	5.71469	5.54876	3.387	3.41559	2.79917	radar	2.76677e-321	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	5.58904	5.50565	3.23	3.42768	2.81168	radar	2.76677e-321	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	5.64262	5.38536	3.28311	3.32199	2.7185	radar	2.76677e-321	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	5.63156	5.36405	3.22387	3.3165	2.71796	radar	2.76677e-321	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	5.59077	5.33902	3.1918	3.30961	2.7107	radar	2.76677e-321	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	5.58788	5.28053	3.15561	3.27198	2.68037	radar	2.76677e-321	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	5.56526	5.27046	3.16054	3.26779	2.67393	radar	2.76677e-321	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	5.47737	5.13943	2.97122	3.21288	2.63381	radar	2.76677e-321	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	5.46597	5.25924	3.1269	3.28153	2.67921	radar	2.76677e-321	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	5.45538	5.14371	3.01082	3.21431	2.62922	radar	2.76677e-321	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	5.47679	5.09664	3.05825	3.16914	2.58697	radar	2.76677e-321	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	5.43123	5.05811	2.96528	3.16166	2.58431	radar	2.76677e-321	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	5.44941	4.98301	2.97443	3.10172	2.53216	radar	2.76677e-321	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	5.41424	4.97907	2.96469	3.10631	2.53358	radar	2.76677e-321	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	5.37177	4.89656	2.89247	3.06288	2.49744	radar	2.76677e-321	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	5.29307	4.94746	2.75646	3.13331	2.56446	radar	2.76677e-321	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	5.33282	4.87532	2.82967	3.0628	2.49922	radar	2.76677e-321	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	5.38509	4.79299	2.91641	2.98067	2.42371	radar	2.76677e-321	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	5.29627	4.86853	2.85152	3.06108	2.49201	radar	2.76677e-321	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	5.27021	4.7791	2.8133	3.00491	2.4431	radar	2.76677e-321	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	5.2292	4.76189	2.78177	3.00377	2.44087	radar	2.76677e-321	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	5.31363	4.60479	2.78187	2.87296	2.3334	radar	2.76677e-321	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	5.2691	4.56147	2.76233	2.85146	2.31165	radar	2.76677e-321	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	5.83987	1.43371	2.2049	0.51914	0.3528	lidar	3.95253e-323	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	5.3273	4.55948	2.83686	2.82938	2.29108	radar	2.76677e-321	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
